country,year,iso_code,entity_type,region,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Africa,1964,,region,,313057965.0,,,,,,,,,,,,,,,,,6.096,19.509,1084.536,339.523,,,,,,,,,,,,,,,,,,,,,,,,,85.973,5.235,36.17,11.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.932,292.332,3059.35,957.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,1965,,region,,321010751.0,,,,0.0,0.0,,,,0.0,,,,1007.742,323.496,,,8.434,28.637,1146.876,368.159,,45.386,,,,,,,2228.148,,,,,,2100.056,674.141,,94.581,,,9.572,,,29.818,176.044,19.934,97.373,31.258,,1.343,,,,38.627,43.318,13.906,120.329,,5.419,,,38.627,43.318,13.906,120.329,,5.419,,,,,0.0,0.0,0.0,0.0,,0.0,,,341.073,,,1062.496,28.958,277.347,3847.538,1235.101,,47.852,0.0,0.0,,,,0.0,,0.0,,,0.0,,715.26,,,38.627,43.318,13.906,120.329,,5.419,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0
Africa,1966,,region,,329249583.0,,,0.0,0.0,0.0,,,,0.0,,-0.116,-0.374,981.39,323.122,,,-1.023,-3.765,1106.744,364.395,,43.293,,,,,4.738,33.888,2275.319,,4.323,29.144,,,2136.024,703.285,,94.228,11.765,1.126,10.698,,,32.492,22.341,6.983,116.146,38.241,,1.433,,11.538,4.457,43.083,47.107,15.51,130.853,,5.772,11.538,4.457,43.083,47.107,15.51,130.853,,5.772,,,,0.0,0.0,0.0,0.0,0.0,,0.0,8.324,28.392,369.465,,,1122.141,27.263,336.726,4773.968,1571.827,,49.502,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,749.148,11.538,4.457,43.083,47.107,15.51,130.853,,5.772,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1967,,region,,337848285.0,,,0.0,0.0,0.0,,,,0.0,,2.219,7.169,977.633,330.292,,,1.464,5.335,1094.366,369.73,,43.798,,,,,1.051,7.875,2240.717,,0.834,5.862,,,2099.01,709.147,,94.036,-1.161,-0.124,10.574,,,31.298,-16.316,-6.24,94.721,32.001,,1.402,,4.388,1.891,44.974,47.923,16.191,133.119,,5.964,4.388,1.891,44.974,47.923,16.191,133.119,,5.964,,,,0.0,0.0,0.0,0.0,0.0,,0.0,-0.32,-1.183,368.282,,,1090.08,10.008,157.31,5118.087,1729.137,,48.836,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,757.023,4.388,1.891,44.974,47.923,16.191,133.119,,5.964,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1968,,region,,346798203.0,,,0.0,0.0,0.0,,,,0.0,,4.003,13.221,990.527,343.513,,,4.709,17.411,1116.327,387.14,,43.133,,,,,5.651,42.78,2306.246,,4.887,34.655,,,2144.768,743.802,,93.395,1.355,0.143,10.717,,,30.903,39.987,12.796,129.176,44.798,,1.346,,16.971,7.633,52.607,54.609,18.938,151.692,,6.605,16.971,7.633,52.607,54.609,18.938,151.692,,6.605,,,,0.0,0.0,0.0,0.0,0.0,,0.0,5.781,21.29,389.572,,,1123.338,28.164,486.989,6390.247,2216.126,,48.916,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,799.802,16.971,7.633,52.607,54.609,18.938,151.692,,6.605,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1969,,region,,356029849.0,,,0.0,0.0,0.0,,,,0.0,,0.911,3.13,973.634,346.643,,,1.415,5.478,1102.769,392.619,,42.381,,,,,2.761,22.086,2308.48,,1.712,12.734,,,2124.922,756.536,,92.494,16.824,1.803,12.52,,,35.166,-16.113,-7.218,105.552,37.58,,1.531,,16.699,8.785,61.391,62.076,22.101,172.433,,7.506,16.699,8.785,61.391,62.076,22.101,172.433,,7.506,,,,0.0,0.0,0.0,0.0,0.0,,0.0,2.002,7.801,397.373,,,1116.122,27.172,602.168,7915.894,2818.294,,48.583,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,821.888,16.699,8.785,61.391,62.076,22.101,172.433,,7.506,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1970,,region,,365549406.0,,,0.0,0.0,0.0,,,,0.0,,4.072,14.114,986.89,360.757,,,4.397,17.264,1121.278,409.882,,40.656,,,,,8.567,70.408,2440.972,,7.145,54.057,,,2217.465,810.593,,91.35,24.188,3.028,15.549,,,42.535,-19.969,-7.504,82.275,30.076,,1.752,,25.02,15.36,76.751,75.586,27.63,209.961,,8.65,25.02,15.36,76.751,75.586,27.63,209.961,,8.65,,,,0.0,0.0,0.0,0.0,0.0,,0.0,9.29,36.915,434.288,,,1188.041,20.627,581.335,9300.054,3399.629,,48.942,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,892.296,25.02,15.36,76.751,75.586,27.63,209.961,,8.65,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1971,,region,,375323722.0,,,0.0,0.0,0.0,,,,0.0,,6.169,22.255,1020.485,383.012,,,7.04,28.855,1168.958,438.738,,40.47,,,,,6.589,58.792,2534.046,,7.778,63.05,,,2327.705,873.643,,92.311,18.373,2.857,18.405,,,49.038,23.1,6.947,98.643,37.023,,1.945,,-5.852,-4.492,72.259,69.309,26.013,192.526,,7.635,-5.259,-3.979,72.772,69.746,26.177,193.891,,7.689,,,,0.0,0.0,0.0,0.0,0.0,,0.0,8.736,37.938,472.225,,,1258.181,-6.43,-218.599,8475.43,3181.03,,49.896,0.512,0.164,,,0.512,0.437,,1.365,,,0.054,,951.088,-5.259,-3.979,72.772,69.746,26.177,193.891,,7.689,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1972,,region,,385309493.0,,,0.0,0.0,0.0,,,,0.0,,0.313,1.199,997.149,384.211,,,-0.545,-2.391,1132.456,436.346,,38.39,,,,,5.787,55.042,2611.223,,5.075,44.335,,,2382.441,917.977,,91.724,34.041,6.265,24.671,,,64.028,75.931,28.112,169.046,65.135,,2.465,,13.915,10.055,82.314,76.908,29.633,213.632,,8.225,13.832,10.058,82.83,77.336,29.798,214.97,,8.276,,,,0.0,0.0,0.0,0.0,0.0,,0.0,7.808,36.871,509.096,,,1321.265,0.413,13.144,8289.89,3194.173,,50.869,0.516,0.165,,0.61,0.003,0.428,,1.338,,,0.052,,1006.129,13.832,10.058,82.83,77.336,29.798,214.97,,8.276,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1973,,region,,395819192.0,,,0.0,0.0,0.0,,,,0.0,,6.429,24.7,1033.074,408.91,,,6.38,27.841,1172.725,464.187,,37.663,,,,,8.469,85.207,2757.159,,8.729,80.128,,,2521.618,998.105,,91.931,60.319,14.881,39.552,,,99.924,50.952,33.187,248.402,98.322,,3.643,,5.779,4.757,87.071,79.192,31.346,219.978,,8.02,5.764,4.773,87.603,79.621,31.516,221.32,,8.069,,,,0.0,0.0,0.0,0.0,0.0,,0.0,7.964,40.547,549.643,,,1388.621,4.782,152.748,8455.683,3346.921,,50.625,0.531,0.17,,3.03,0.016,0.429,,1.342,,,0.049,,1091.336,5.764,4.773,87.603,79.621,31.516,221.32,,8.069,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1974,,region,,406867508.0,,,0.0,0.0,0.0,,,,0.0,,4.093,16.736,1046.154,425.646,,,5.34,24.785,1201.798,488.972,,37.327,,,,,5.076,55.392,2818.432,,4.268,42.598,,,2557.842,1040.703,,91.264,12.557,4.967,44.518,,,109.418,4.356,4.283,252.183,102.605,,3.904,,13.786,12.004,99.075,87.663,35.667,243.507,,8.688,13.728,12.019,99.622,88.093,35.842,244.851,,8.736,,,,0.0,0.0,0.0,0.0,0.0,,0.0,3.802,20.895,570.538,,,1402.27,-7.809,-261.354,7583.715,3085.567,,50.033,0.547,0.175,,2.941,0.016,0.43,,1.344,,,0.048,,1146.729,13.728,12.019,99.622,88.093,35.842,244.851,,8.736,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1975,,region,,418430739.0,,,0.0,0.0,0.0,,,,0.0,,5.975,25.434,1078.029,451.081,,,5.379,26.304,1231.45,515.276,,37.321,,,,,5.989,68.679,2904.679,,6.017,62.624,,,2636.82,1103.326,,91.287,20.486,9.12,53.638,,,128.189,12.403,12.726,275.628,115.331,,4.438,,5.75,5.697,104.772,90.141,37.718,250.393,,8.669,5.714,5.688,105.31,90.553,37.89,251.678,,8.713,,,,0.0,0.0,0.0,0.0,0.0,,0.0,4.92,28.069,598.607,,,1430.601,-8.247,-254.475,6765.977,2831.093,,49.528,0.538,0.172,,-1.714,-0.009,0.411,,1.285,,,0.044,,1215.407,5.714,5.688,105.31,90.553,37.89,251.678,,8.713,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1976,,region,,430494182.0,,,0.0,0.0,0.0,,,,0.0,,6.649,29.994,1117.493,481.074,,,9.667,49.81,1312.645,565.086,,36.72,,,,,8.409,102.199,3060.684,,8.166,90.094,,,2772.211,1193.421,,91.094,13.69,7.343,60.981,,,141.654,19.033,21.951,318.894,137.282,,4.655,,10.816,11.332,116.105,97.092,41.798,269.701,,8.862,10.801,11.373,116.683,97.522,41.983,271.044,,8.906,,,,0.0,0.0,0.0,0.0,0.0,,0.0,8.813,52.758,651.365,,,1513.064,19.286,546.018,7844.729,3377.11,,49.719,0.578,0.185,,7.558,0.041,0.43,,1.343,,,0.044,,1317.606,10.801,11.373,116.683,97.522,41.983,271.044,,8.906,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1977,,region,,442657702.0,,,0.0,0.0,0.0,,,,0.0,,2.208,10.624,1110.787,491.698,,,10.112,57.143,1405.667,622.229,,35.604,,,,,5.438,71.652,3138.449,,4.979,59.424,,,2830.278,1252.844,,90.719,11.893,7.253,68.234,,,154.147,1.963,2.695,316.219,139.977,,4.941,,9.884,11.475,127.58,103.757,45.929,288.213,,9.238,9.85,11.488,128.171,104.184,46.118,289.548,,9.281,,,,0.0,0.0,0.0,0.0,0.0,,0.0,6.378,41.547,692.912,,,1565.344,4.854,163.925,7999.489,3541.035,,50.174,0.591,0.189,,2.162,0.012,0.427,,1.334,,,0.043,,1389.259,9.85,11.488,128.171,104.184,46.118,289.548,,9.281,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1978,,region,,455536350.0,,,0.0,0.0,0.0,,,,0.0,,-2.823,-13.883,1048.908,477.816,,,5.569,34.653,1441.996,656.882,,33.294,,,,,3.902,54.206,3168.715,,4.236,53.069,,,2866.76,1305.913,,90.995,42.7,29.136,97.37,,,213.748,33.372,46.713,409.825,186.69,,6.785,,0.823,1.05,128.63,101.654,46.307,282.371,,8.963,0.833,1.069,129.24,102.082,46.502,283.709,,9.005,,,,0.0,0.0,0.0,0.0,0.0,,0.0,5.458,37.816,730.728,,,1604.104,-2.386,-84.49,7587.858,3456.545,,50.916,0.609,0.195,,3.175,0.019,0.428,,1.338,,,0.042,,1443.465,0.833,1.069,129.24,102.082,46.502,283.709,,9.005,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1979,,region,,469195661.0,,,0.0,0.0,0.0,,,,0.0,,6.16,29.431,1081.099,507.247,,,13.524,88.837,1589.356,745.719,,32.42,,,,,9.01,130.055,3353.654,,9.22,120.401,,,3039.914,1426.314,,91.16,52.863,51.473,148.843,,,317.23,51.765,96.64,603.863,283.33,,9.513,,7.036,9.051,137.681,105.639,49.565,293.441,,8.8,7.02,9.07,138.309,106.067,49.766,294.78,,8.84,,,,0.0,0.0,0.0,0.0,0.0,,0.0,5.405,39.497,770.225,,,1641.585,9.943,343.679,8099.444,3800.224,,49.227,0.628,0.201,,3.077,0.019,0.428,,1.339,,,0.04,,1573.52,7.02,9.07,138.309,106.067,49.766,294.78,,8.84,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1980,,region,,483048897.0,,,0.0,0.0,0.0,,,,0.0,,7.158,36.31,1125.263,543.557,,,12.0,89.483,1729.021,835.202,,32.272,,,,,7.59,119.428,3504.712,,8.632,123.115,,,3207.604,1549.429,,91.994,25.578,38.071,186.914,,,386.946,-12.362,-35.027,514.034,248.303,,11.098,,-2.529,-3.482,134.199,100.014,48.312,277.817,,7.968,-2.507,-3.463,134.846,100.443,48.519,279.157,,8.006,,,,0.0,0.0,0.0,0.0,0.0,,0.0,6.327,48.734,818.958,,,1695.394,-8.098,-307.737,7230.09,3492.487,,48.624,0.647,0.207,,2.985,0.019,0.429,,1.339,,,0.038,,1692.948,-2.507,-3.463,134.846,100.443,48.519,279.157,,8.006,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1981,,region,,497618233.0,,,0.0,0.0,0.0,,,,0.0,,16.97,92.242,1277.684,635.799,,,8.944,74.702,1828.517,909.903,,33.602,,,,,12.297,208.186,3820.466,,13.075,202.588,,,3520.807,1752.018,,92.595,22.244,41.577,228.491,,,459.17,6.623,16.445,532.03,264.748,,12.076,,3.894,5.225,139.425,100.866,50.193,280.184,,7.369,3.9,5.26,140.106,101.304,50.411,281.553,,7.405,,,,0.0,0.0,0.0,0.0,0.0,,0.0,8.397,68.769,887.728,,,1783.953,-20.597,-719.347,5572.827,2773.14,,46.917,0.681,0.218,,5.314,0.034,0.438,,1.369,,,0.036,,1901.133,3.9,5.26,140.106,101.304,50.411,281.553,,7.405,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1982,,region,,512956061.0,,,0.0,0.0,0.0,,,,0.0,,10.283,65.377,1366.932,701.176,,,9.76,88.809,1946.974,998.712,,34.733,,,,,6.663,126.666,3953.164,,7.224,126.569,,,3662.276,1878.587,,93.055,7.984,18.242,246.734,,,481.003,22.801,60.365,633.803,325.113,,12.222,,0.027,0.037,139.462,97.876,50.206,271.879,,6.908,0.062,0.093,140.199,98.336,50.442,273.316,,6.945,,,,0.0,0.0,0.0,0.0,0.0,,0.0,4.838,42.95,930.677,,,1814.341,-3.861,-107.079,5197.446,2666.062,,46.101,0.738,0.236,,8.257,0.056,0.46,,1.438,,,0.037,,2027.8,0.062,0.093,140.199,98.336,50.442,273.316,,6.945,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1983,,region,,528229902.0,,,0.0,0.0,0.0,,,,0.0,,1.721,12.07,1350.257,713.246,,,1.318,13.161,1915.592,1011.873,,34.371,,,,,2.735,55.469,3943.868,,3.734,70.153,,,3689.188,1948.739,,93.909,9.947,24.542,271.275,,,513.555,34.402,111.844,827.21,436.957,,13.073,,-9.877,-13.775,125.687,85.658,45.247,237.939,,6.057,-9.843,-13.794,126.405,86.093,45.477,239.3,,6.091,,,,0.0,0.0,0.0,0.0,0.0,,0.0,3.604,33.54,964.218,,,1825.375,1.361,36.29,5115.862,2702.351,,46.465,0.719,0.23,,-2.542,-0.019,0.435,,1.361,,,0.035,,2083.269,-9.843,-13.794,126.405,86.093,45.477,239.3,,6.091,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1984,,region,,543635345.0,,,0.0,0.0,0.0,,,,0.0,,6.961,49.652,1403.327,762.898,,,11.521,116.58,2075.753,1128.453,,35.706,,,,,2.956,61.585,3945.391,,2.703,52.674,,,3681.536,2001.413,,93.671,-4.192,-11.373,259.903,,,478.083,4.965,21.694,843.673,458.651,,12.164,,-1.673,-2.103,123.583,81.838,44.49,227.327,,5.784,6.975,8.812,135.217,89.488,48.649,248.728,,6.329,,,,10.903,10.903,7.22,3.925,20.055,,0.51,1.493,14.395,978.612,,,1800.127,6.788,183.428,5308.3,2885.779,,45.802,0.731,0.234,,1.739,0.012,0.43,,1.345,,,0.034,,2144.854,-1.656,-2.091,124.315,82.268,44.724,228.673,,5.818,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1985,,region,,559661317.0,,,0.0,0.0,0.0,,,,0.0,,3.181,24.268,1406.504,787.166,249.284,139.514,6.244,70.458,2142.208,1198.911,53.869,35.415,,,258.986,12.189,4.056,87.005,3987.875,,3.412,68.284,360.462,201.736,3698.124,2069.697,77.895,93.118,7.287,18.94,278.843,49.899,27.927,498.235,10.253,47.027,903.543,505.678,10.783,12.545,,11.148,13.777,137.36,88.356,49.45,245.435,19.094,6.18,13.124,17.747,152.965,98.334,55.034,273.317,21.25,6.882,,,35.414,3.861,14.764,9.497,5.315,26.38,2.052,0.664,2.562,25.076,1003.688,61.279,34.296,1793.385,3.97,114.552,5360.976,3000.331,13.242,45.157,0.841,0.269,,14.957,0.109,0.481,,1.502,0.104,,0.038,462.755,2231.859,11.168,13.886,138.201,88.837,49.719,246.937,19.197,6.218,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,1986,,region,,575964511.0,,,0.0,0.0,0.0,,,,0.0,,2.311,18.19,1398.274,805.356,246.679,142.078,2.551,30.58,2134.665,1229.491,52.6,35.522,,,270.11,12.51,2.014,44.939,3953.019,,1.397,28.913,360.459,207.611,3643.645,2098.61,76.862,92.564,12.347,34.428,313.271,49.22,28.349,543.907,4.838,24.465,920.444,530.143,10.495,13.818,,3.429,4.71,142.07,88.8,51.145,246.665,18.935,6.266,10.128,15.618,168.583,105.228,60.607,292.696,22.438,7.436,,,65.626,9.689,24.453,15.284,8.803,42.455,3.259,1.079,-2.362,-23.705,979.983,64.56,37.184,1701.465,-0.287,-8.62,5194.264,2991.711,13.766,43.225,2.059,0.659,,144.981,1.219,1.144,,3.576,0.244,,0.091,468.969,2276.799,4.195,5.929,144.13,89.944,51.804,250.241,19.179,6.357,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,1987,,region,,592598524.0,,,0.0,0.0,0.0,,,,0.0,,2.851,22.964,1397.776,828.32,256.881,152.227,0.104,1.284,2076.912,1230.775,54.317,35.323,,,280.26,12.482,3.392,77.233,3972.389,,4.331,90.89,375.457,222.495,3694.744,2189.5,79.389,93.371,3.228,10.113,323.384,53.297,31.584,545.706,9.212,48.835,977.016,578.978,11.27,13.791,,-4.084,-5.803,136.268,82.782,49.056,229.95,17.504,5.811,-7.798,-13.128,155.455,94.299,55.881,262.327,19.939,6.629,,,-29.944,-7.322,17.131,10.407,6.167,28.908,2.2,0.731,5.899,57.813,1037.796,65.278,38.684,1751.263,0.198,5.926,5058.462,2997.637,13.803,44.257,2.056,0.658,,-0.152,-0.003,1.11,,3.47,0.235,,0.088,472.933,2354.032,-4.034,-5.806,138.324,83.892,49.714,233.42,17.739,5.899,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,1988,,region,,609384898.0,,,0.0,0.0,0.0,,,,0.0,,7.466,61.841,1460.753,890.161,250.168,152.449,2.775,34.157,2075.751,1264.932,51.626,35.465,,,295.296,12.331,7.056,166.096,4135.528,,6.417,140.495,375.905,229.071,3823.519,2329.995,77.573,92.83,10.842,35.06,358.445,55.81,34.009,588.207,6.659,38.554,1013.37,617.532,11.517,14.281,,9.249,12.603,148.871,87.947,53.593,244.297,18.149,5.931,15.803,24.519,179.974,106.193,64.712,295.337,21.914,7.17,,,70.148,12.017,29.147,17.219,10.493,47.831,3.553,1.161,4.201,43.594,1081.39,69.928,42.613,1774.559,4.248,127.326,5128.062,3124.964,14.431,43.084,1.956,0.626,,-4.863,-0.1,1.027,,3.21,0.212,,0.078,484.58,2520.128,9.062,12.503,150.827,88.974,54.219,247.507,18.361,6.009,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,1989,,region,,626356339.0,,,0.0,0.0,0.0,,,,0.0,,-6.127,-54.54,1334.098,835.621,250.992,157.211,-2.884,-36.481,1961.265,1228.45,51.267,33.245,,,306.648,12.817,0.163,4.103,4030.024,,-0.237,-5.521,379.157,237.488,3711.105,2324.474,77.446,92.478,3.634,13.026,371.471,58.974,36.939,593.067,9.696,59.876,1081.506,677.408,12.046,14.779,,5.006,7.452,156.323,89.847,56.276,249.575,18.352,6.219,5.068,9.107,189.081,108.552,67.992,301.875,22.173,7.522,,,5.775,1.683,30.831,17.72,11.099,49.222,3.619,1.227,3.328,35.993,1117.382,69.19,43.338,1783.941,10.37,324.068,5506.501,3449.032,14.133,44.454,1.928,0.617,,-1.438,-0.028,0.985,,3.078,0.201,,0.077,489.574,2524.231,4.931,7.424,158.251,90.832,56.893,252.653,18.553,6.296,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,1990,,region,,643772468.0,,,0.0,0.0,0.0,,,,0.0,,5.033,42.057,1363.336,877.678,255.795,164.674,-0.588,-7.224,1896.984,1221.226,51.658,33.762,,,318.776,12.848,3.411,86.11,4054.757,,3.878,90.135,388.756,250.27,3750.718,2414.609,78.51,92.883,7.315,27.174,398.645,66.244,42.646,619.233,6.522,44.183,1120.878,721.591,13.378,15.335,,1.739,2.718,159.041,88.936,57.255,247.045,17.961,6.118,-2.181,-4.053,185.028,103.312,66.509,287.412,20.864,7.117,,,-23.876,-7.361,23.469,13.124,8.449,36.456,2.65,0.903,1.871,20.903,1138.285,66.717,42.951,1768.149,7.171,247.34,5741.737,3696.372,13.474,43.786,2.518,0.806,,30.592,0.59,1.252,,3.911,0.253,,0.097,495.169,2610.341,2.052,3.308,161.559,90.188,58.06,250.956,18.214,6.215,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,1991,,region,,661100942.0,,,0.0,0.0,0.0,,,,0.0,,-2.725,-23.916,1291.425,853.762,249.26,164.786,1.98,24.185,1883.843,1245.411,50.727,32.908,,,324.848,13.159,-0.176,-4.594,3941.527,,-0.69,-16.672,381.827,252.426,3627.188,2397.937,77.706,92.428,0.75,2.99,401.636,68.993,45.611,607.525,7.187,51.861,1169.945,773.452,14.041,15.481,,5.933,9.436,168.476,91.743,60.651,254.842,18.671,6.494,6.176,11.416,196.444,106.818,70.617,297.147,21.739,7.572,,,8.226,1.931,25.4,13.831,9.144,38.421,2.815,0.979,0.374,4.254,1142.539,63.573,42.028,1728.237,3.739,138.225,5800.32,3834.597,12.938,44.039,2.568,0.822,,1.985,0.05,1.243,,3.884,0.253,,0.099,491.374,2605.747,5.878,9.486,171.044,92.986,61.473,258.726,18.924,6.593,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,1992,,region,,678555268.0,,,0.0,0.0,0.0,,,,0.0,,0.594,5.069,1265.676,858.831,243.783,165.42,2.274,28.324,1877.128,1273.735,50.453,32.632,,,327.871,13.059,1.419,36.976,3894.633,,1.865,44.71,381.016,258.541,3599.776,2442.647,78.854,92.811,4.889,19.635,421.27,74.488,50.544,620.834,4.503,34.831,1191.182,808.283,15.416,16.007,,-4.602,-7.753,160.723,85.27,57.86,236.861,17.647,6.107,-3.703,-7.253,189.192,100.216,68.002,278.815,20.741,7.189,,,1.575,0.4,25.8,13.688,9.288,38.022,2.833,0.98,1.751,20.006,1162.546,62.745,42.576,1713.266,1.896,72.7,5758.26,3907.297,12.986,44.172,2.669,0.854,,3.918,0.101,1.258,,3.933,0.26,,0.101,483.19,2642.723,-4.488,-7.653,163.392,86.528,58.714,240.793,17.908,6.208,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
