country,year,iso_code,entity_type,region,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Colombia,1991,COL,country,South America,33098327.0,259415670784.0,,0.0,0.0,0.0,,,,0.0,,25.761,4.787,706.043,23.369,,,-2.135,-3.507,4856.522,160.743,,9.194,,,40.124,19.638,2.649,6.688,7830.271,0.999,3.537,6.023,,,5327.292,176.324,,69.369,3.108,1.163,38.583,,,1165.693,-0.98,-0.384,1174.123,38.861,,15.179,,0.837,0.64,77.017,837.688,27.726,2326.912,69.102,30.3,0.811,0.624,77.858,845.816,27.995,2352.31,69.772,30.631,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.073,114.373,,,3455.555,-3.402,-9.249,7933.465,262.584,,44.997,0.841,0.269,,-1.825,-0.016,8.127,,25.398,0.67,,0.331,1212.252,259.169,0.811,0.624,77.858,845.816,27.995,2352.31,69.772,30.631,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,1992,COL,country,South America,33760526.0,270562869248.0,,0.0,0.0,0.0,,,,0.0,,67.261,15.718,1157.772,39.087,,,9.331,14.998,5205.515,175.741,,14.778,,,36.613,16.334,3.603,9.337,7953.25,0.992,14.299,25.213,,,5969.608,201.537,,76.198,-1.599,-0.617,37.966,,,1124.56,2.438,0.947,1179.158,39.809,,14.354,,-19.64,-15.126,61.891,659.96,22.281,1833.221,60.854,23.4,-19.198,-14.904,62.953,670.031,22.621,1864.693,61.783,23.802,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.841,10.111,124.484,,,3687.276,3.059,8.031,8015.746,270.616,,47.066,1.062,0.34,,26.394,0.222,10.071,,31.472,0.929,,0.402,1084.494,268.506,-19.198,-14.904,62.953,670.031,22.621,1864.693,61.783,23.802,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,1993,COL,country,South America,34441431.0,286025318400.0,,0.0,0.0,0.0,,,,0.0,,4.849,1.895,1189.908,40.982,,,-0.854,-1.501,5059.032,174.24,,14.271,,,41.691,17.605,8.819,23.68,8483.571,1.022,3.491,7.036,,,6055.89,208.574,,72.631,3.822,1.451,39.417,,,1144.457,-2.098,-0.835,1131.595,38.974,,13.726,,25.025,15.488,77.379,808.805,27.856,2246.68,66.816,26.946,24.866,15.641,78.594,820.099,28.245,2281.975,67.749,27.369,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.964,3.69,128.175,,,3721.525,3.279,8.873,8114.91,279.489,,44.634,1.216,0.389,,14.412,0.153,11.295,,35.295,0.933,,0.423,1210.492,292.186,24.866,15.641,78.594,820.099,28.245,2281.975,67.749,27.369,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,1994,COL,country,South America,35127363.0,300636176384.0,,0.0,0.0,0.0,,,,0.0,,14.461,5.926,1335.385,46.909,,,4.384,7.64,5177.725,181.88,,15.102,,,45.024,17.819,8.284,24.203,9006.93,1.052,5.563,11.602,,,6267.935,220.176,,70.884,-1.066,-0.42,38.997,,,1110.146,3.158,1.231,1144.535,40.204,,12.555,,15.085,11.672,89.051,912.633,32.058,2535.092,71.202,28.669,15.071,11.844,90.439,925.273,32.502,2574.591,72.189,29.116,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.756,6.096,134.271,,,3822.404,0.371,1.037,7985.973,280.526,,43.228,1.388,0.444,,14.139,0.172,12.64,,39.499,0.986,,0.447,1281.744,316.39,15.071,11.844,90.439,925.273,32.502,2574.591,72.189,29.116,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,1995,COL,country,South America,35804622.0,316101722112.0,,0.0,0.0,0.0,,,,0.0,,-10.513,-4.932,1172.388,41.977,,,13.567,24.676,5768.969,206.556,,13.202,,,47.483,18.258,2.318,7.335,9041.425,1.024,3.376,7.434,,,6356.994,227.61,,71.584,6.349,2.476,41.473,,,1158.3,4.837,1.944,1177.194,42.149,,13.043,,-0.215,-0.192,88.859,893.443,31.989,2481.787,67.37,27.947,-0.111,-0.089,90.35,906.766,32.466,2523.419,68.374,28.416,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365,9.889,144.16,,,4026.306,28.584,80.185,10074.433,360.711,,45.339,1.491,0.477,,7.432,0.103,13.322,,41.632,1.005,,0.469,1326.183,323.725,-0.111,-0.089,90.35,906.766,32.466,2523.419,68.374,28.416,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,1996,COL,country,South America,36462687.0,322403827712.0,,0.0,0.0,0.0,,,,0.0,,-22.479,-9.436,892.447,32.541,,,14.856,30.686,6506.438,237.242,,9.854,,,48.371,18.154,3.977,12.874,9231.324,1.044,1.345,3.061,,,6326.205,230.67,,69.849,8.753,3.63,45.103,,,1236.956,7.876,3.32,1246.987,45.469,,13.658,,10.31,9.162,98.021,967.774,35.288,2688.26,72.952,29.682,10.217,9.221,99.571,981.377,35.784,2730.769,73.977,30.151,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,8.866,153.027,,,4196.801,7.561,27.272,10640.563,387.984,,46.338,1.55,0.496,,3.983,0.059,13.603,,42.509,1.025,,0.469,1326.592,336.599,10.217,9.221,99.571,981.377,35.784,2730.769,73.977,30.151,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,1997,COL,country,South America,37121106.0,333997146112.0,,0.0,0.0,0.0,,,,0.0,,18.437,6.0,1038.24,38.541,,,10.75,25.502,7078.042,262.745,,11.453,,,49.906,17.855,1.655,5.571,9217.662,1.024,7.32,16.884,,,6668.833,247.554,,73.568,25.802,11.637,56.74,,,1528.51,24.79,11.271,1528.51,56.74,,16.862,,-10.802,-10.589,87.433,847.921,31.476,2355.336,63.07,25.983,-10.689,-10.629,88.942,860.932,31.959,2395.996,64.037,26.432,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.492,-0.753,152.274,,,4102.083,4.428,17.179,10914.613,405.163,,45.253,1.509,0.483,,-2.621,-0.041,13.011,,40.661,0.968,,0.449,1344.42,342.17,-10.689,-10.629,88.942,860.932,31.959,2395.996,64.037,26.432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,1998,COL,country,South America,37792117.0,335365603328.0,,0.0,0.0,0.0,,,,0.0,,-4.898,-1.888,969.858,36.653,,,2.501,6.572,7126.273,269.317,,10.75,,,50.283,17.636,1.272,4.351,9169.139,1.033,2.524,6.247,,,6715.733,253.802,,74.435,16.12,9.146,65.886,,,1743.386,14.373,8.155,1717.17,64.896,,19.323,,-2.205,-1.928,85.505,814.5,30.782,2262.5,61.217,25.077,-2.018,-1.775,87.167,828.577,31.314,2306.491,62.275,25.565,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.664,-1.011,151.263,,,4002.489,15.992,64.793,12435.267,469.955,,44.363,1.663,0.532,,10.145,0.153,14.077,,43.991,1.058,,0.488,1330.519,346.521,-2.018,-1.775,87.167,828.577,31.314,2306.491,62.275,25.565,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,1999,COL,country,South America,38454817.0,321583120384.0,,0.0,0.0,0.0,,,,0.0,,-20.137,-7.381,761.206,29.272,,,-2.405,-6.476,6835.062,262.841,,9.24,,,47.775,18.668,-6.824,-23.647,8396.205,1.004,-12.623,-32.039,,,5766.853,221.763,,70.0,-13.625,-8.977,56.909,,,1479.893,-12.276,-7.966,1480.413,56.929,,17.963,,9.483,8.108,93.613,876.37,33.701,2434.362,70.541,29.549,9.082,7.874,95.041,888.254,34.158,2471.499,71.497,30.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.366,-15.68,135.582,,,3525.753,8.159,38.344,13218.081,508.299,,42.797,1.428,0.457,,-14.098,-0.234,11.884,,37.138,0.957,,0.451,1242.36,322.875,9.082,7.874,95.041,888.254,34.158,2471.499,71.497,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,2000,COL,country,South America,39089879.0,330615619584.0,,0.0,0.0,0.0,12.791,0.5,1.168,0.0,189.208,7.399,2.166,804.244,31.438,53.211,2.08,16.755,44.04,7850.641,306.881,4.859,10.186,42.85,1096.192,42.81,16.872,-2.692,-8.69,8037.486,0.95,-0.131,-0.289,269.891,10.55,5665.759,221.474,24.644,71.761,0.789,0.449,57.358,211.052,8.25,1467.338,0.754,0.429,1467.338,57.358,19.271,18.585,8.1,-8.56,-8.014,85.599,812.231,31.75,2189.805,74.165,27.735,-8.326,-7.887,87.154,825.278,32.26,2229.588,75.356,28.239,0.04,0.093,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.142,-2.904,132.678,5.628,0.22,3394.177,-16.983,-86.326,10794.933,421.973,0.514,42.99,1.55,0.5,0.0,8.534,0.122,12.791,0.0,39.652,1.168,0.0,0.502,1095.168,314.184,-8.326,-7.887,87.154,825.278,32.26,2229.588,75.356,28.239,,0.005,0.005,0.256,0.01,0.13,0.023,0.002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,2001,COL,country,South America,39709209.0,336096690176.0,,0.0,0.0,0.0,12.592,0.5,1.159,0.0,197.728,-1.525,-0.479,779.628,30.958,56.158,2.23,14.825,45.496,8873.925,352.377,5.169,9.945,42.97,1082.117,43.14,16.962,0.853,2.68,7979.627,0.943,0.393,0.87,280.791,11.15,5599.292,222.343,25.846,71.428,3.542,2.032,59.39,218.841,8.69,1495.621,3.542,2.032,1495.621,59.39,20.144,19.079,8.53,2.651,1.784,87.383,792.763,31.48,2200.573,72.972,28.072,2.612,1.786,88.94,805.607,31.99,2239.793,74.154,28.572,-0.17,-0.396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.515,-0.683,131.995,5.792,0.23,3324.043,-12.322,-51.994,9317.192,369.978,0.533,42.403,1.55,0.5,0.0,0.0,0.0,12.592,0.0,39.034,1.159,0.0,0.498,1086.398,316.865,2.612,1.786,88.94,805.607,31.99,2239.793,74.154,28.572,45.435,0.002,0.007,0.252,0.01,0.186,0.023,0.002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,2002,COL,country,South America,40324632.0,344517672960.0,,0.0,0.0,0.0,12.151,0.49,1.096,0.0,183.404,-17.756,-5.497,631.411,25.461,53.813,2.17,-10.082,-35.526,7857.504,316.851,4.854,8.192,44.1,1093.624,44.71,17.86,0.023,0.071,7859.615,0.92,-2.759,-6.135,262.371,10.58,5361.688,216.208,23.664,69.561,1.005,0.597,59.987,202.854,8.18,1487.597,1.005,0.597,1487.597,59.987,18.296,19.3,8.2,7.383,5.68,93.063,833.982,33.63,2307.848,75.218,29.941,7.259,5.67,94.61,846.381,34.13,2346.214,76.336,30.439,-0.61,-1.383,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.936,-1.235,130.76,5.704,0.23,3242.68,-4.305,-15.926,8780.045,354.052,0.514,42.07,1.534,0.49,0.0,-1.008,-0.016,12.151,0.0,38.051,1.096,0.0,0.494,1108.752,316.936,7.259,5.67,94.61,846.381,34.13,2346.214,76.336,30.439,74.286,0.005,0.013,0.248,0.01,0.316,0.022,0.004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,2003,COL,country,South America,40937378.0,357889179648.0,,0.0,0.0,0.0,12.214,0.5,1.082,0.0,172.078,10.853,2.763,689.464,28.225,68.641,2.81,26.703,84.609,9806.696,401.46,6.082,8.918,45.09,1101.438,46.2,18.285,1.87,5.927,7886.763,0.902,0.065,0.141,241.344,9.88,5284.871,216.349,21.385,68.36,-4.146,-2.487,57.5,166.84,6.83,1404.579,-4.146,-2.487,1404.579,57.5,14.784,18.168,7.95,6.501,5.51,98.573,874.751,35.81,2407.902,77.511,31.146,6.424,5.527,100.138,887.209,36.32,2446.115,78.615,31.64,-1.11,-2.462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104,-0.136,130.624,5.863,0.24,3190.828,-6.401,-22.664,8094.995,331.388,0.519,41.273,1.547,0.5,0.0,0.815,0.013,12.214,0.0,37.786,1.082,0.0,0.489,1128.553,322.863,6.424,5.527,100.138,887.209,36.32,2446.115,78.615,31.64,37.705,0.005,0.017,0.244,0.01,0.426,0.022,0.006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,2004,COL,country,South America,41543134.0,376728256512.0,,0.0,0.0,0.0,11.314,0.47,0.953,0.0,148.388,-12.493,-3.526,594.532,24.699,44.773,1.86,7.715,30.971,10409.225,432.432,3.771,7.419,47.7,1148.204,49.33,18.433,5.162,16.667,8172.966,0.901,5.114,11.065,219.531,9.12,5474.147,227.413,18.488,68.311,6.693,3.848,61.348,168.74,7.01,1476.735,6.693,3.848,1476.735,61.348,14.21,18.428,7.32,5.953,5.302,103.876,955.152,39.68,2500.425,80.438,31.202,5.942,5.36,105.497,967.91,40.21,2539.465,81.512,31.689,-1.63,-3.417,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.224,10.742,141.366,6.018,0.25,3402.881,-2.082,-6.899,7810.893,324.489,0.507,42.464,1.459,0.47,0.0,-5.657,-0.087,11.314,0.0,35.129,0.953,0.0,0.438,1187.441,339.531,5.942,5.36,105.497,967.91,40.21,2539.465,81.512,31.689,24.149,0.004,0.022,0.241,0.01,0.519,0.02,0.006,,0.141,0.141,1.204,0.05,3.392,0.101,0.042
Colombia,2005,COL,country,South America,42128928.0,394076061696.0,,0.162,3.849,0.162,11.868,0.5,1.001,0.05,159.992,-36.991,-9.136,369.398,15.562,55.306,2.33,10.74,46.443,11366.887,478.875,4.666,4.754,48.2,1144.107,49.94,19.194,-1.54,-5.229,7935.201,0.848,-3.234,-7.354,236.892,9.98,5223.468,220.059,19.984,67.217,5.078,3.115,64.463,175.651,7.4,1530.147,5.078,3.115,1530.147,64.463,14.818,19.69,7.99,2.324,1.557,105.432,935.224,39.4,2502.615,78.895,32.205,2.8,1.828,107.325,948.517,39.96,2547.54,80.016,32.783,-1.74,-3.61,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.943,-1.333,140.033,5.934,0.25,3323.923,-0.675,-2.19,7650.297,322.299,0.501,42.773,1.572,0.5,0.0,7.709,0.113,11.868,0.0,37.311,1.001,0.0,0.48,1185.409,334.302,2.8,1.828,107.325,948.517,39.96,2547.54,80.016,32.783,19.864,0.004,0.026,0.237,0.01,0.608,0.02,0.008,-4.828,-0.008,0.133,1.187,0.05,3.157,0.1,0.041
Colombia,2006,COL,country,South America,42691022.0,420283842560.0,857.021,1.39,36.349,1.552,12.415,0.53,0.994,0.41,158.98,184.855,28.768,1038.393,44.33,66.525,2.84,10.426,49.929,12386.771,528.804,5.324,11.708,51.55,1207.514,53.34,17.433,15.461,51.685,9041.402,0.918,18.833,41.443,244.314,10.43,6125.463,261.502,19.554,69.064,4.938,3.183,67.647,172.87,7.38,1584.568,4.938,3.183,1584.568,67.647,13.836,17.866,8.48,8.508,8.359,113.791,991.075,42.31,2665.459,79.321,30.053,11.885,9.81,117.135,1005.129,42.91,2743.796,80.446,30.936,-1.79,-3.472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.778,9.492,149.525,4.919,0.21,3502.502,0.237,0.764,7567.459,323.063,0.394,39.49,1.624,0.53,0.0,3.325,0.052,12.415,0.0,38.044,0.994,0.0,0.429,1249.443,385.987,11.885,9.81,117.135,1005.129,42.91,2743.796,80.446,30.936,-100.0,-0.026,0.0,0.234,0.01,0.0,0.019,0.0,27.287,0.035,0.168,1.405,0.06,3.945,0.112,0.044
Colombia,2007,COL,country,South America,43235327.0,448731316224.0,7.872,0.122,38.716,1.674,12.258,0.53,0.967,0.435,155.138,-11.951,-5.298,902.779,39.032,78.408,3.39,5.605,29.642,12916.418,558.446,6.187,10.144,53.95,1247.822,54.79,17.674,1.628,6.284,9072.933,0.874,0.855,2.236,235.918,10.2,6100.053,263.738,18.617,68.54,5.868,3.97,71.616,151.959,6.57,1656.431,7.291,4.932,1678.693,72.579,11.991,18.612,8.5,3.957,3.874,117.665,1017.686,44.0,2721.498,80.307,30.579,3.984,3.921,121.056,1031.333,44.59,2799.938,81.383,31.46,-0.84,-1.557,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.384,3.564,153.089,5.551,0.24,3540.843,0.699,2.257,7524.4,325.32,0.438,39.785,1.585,0.53,0.0,-2.422,-0.039,12.258,0.0,36.655,0.967,0.0,0.412,1267.251,392.271,3.984,3.921,121.056,1031.333,44.59,2799.938,81.383,31.46,,0.0,0.0,0.231,0.01,0.0,0.018,0.0,-20.785,-0.036,0.133,1.156,0.05,3.069,0.091,0.034
Colombia,2008,COL,country,South America,43758748.0,464038723584.0,1.459,0.024,38.811,1.698,12.34,0.54,0.973,0.424,137.527,32.307,12.61,1180.155,51.642,66.73,2.92,5.15,28.759,13419.143,587.205,5.263,12.894,54.08,1235.867,55.48,17.148,4.132,16.209,9334.818,0.88,4.38,11.552,204.302,8.94,6291.071,275.289,16.114,68.733,1.585,1.135,72.751,131.631,5.76,1662.551,20.13,14.61,1992.485,87.189,10.382,18.164,7.63,4.337,4.132,121.797,1049.847,45.94,2783.364,82.805,30.41,4.195,4.173,125.229,1063.559,46.54,2861.801,83.886,31.267,-1.4,-2.589,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.433,-2.193,150.896,5.942,0.26,3448.366,10.954,35.635,8248.738,360.954,0.469,37.675,1.592,0.54,0.0,0.436,0.007,12.34,0.0,36.375,0.973,0.0,0.397,1267.861,408.48,4.195,4.173,125.229,1063.559,46.54,2861.801,83.886,31.267,,0.0,0.0,0.229,0.01,0.0,0.018,0.0,8.072,0.01,0.142,1.143,0.05,3.251,0.09,0.036
Colombia,2009,COL,country,South America,44271496.0,471326588928.0,118.089,2.006,83.663,3.704,12.197,0.54,0.952,0.933,211.63,-8.019,-4.141,1072.944,47.501,94.192,4.17,-0.945,-5.55,13138.365,581.655,7.348,11.97,55.69,1257.92,56.75,17.322,-1.15,-4.698,9120.592,0.857,2.68,7.378,350.112,15.5,6384.865,282.668,27.313,71.229,15.178,11.042,83.793,247.112,10.94,1892.712,15.976,13.93,2284.047,101.118,19.278,21.115,12.01,-11.533,-14.612,107.185,917.972,40.64,2421.076,71.612,27.009,-5.824,-11.054,114.175,931.751,41.25,2578.98,72.687,28.771,-1.06,-1.903,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.477,151.373,8.809,0.39,3419.208,13.803,49.821,9278.564,410.776,0.687,38.144,3.135,0.54,0.0,96.974,1.544,12.197,0.0,70.819,0.952,0.0,0.79,1281.863,403.782,-5.824,-11.054,114.175,931.751,41.25,2578.98,72.687,28.771,,0.0,0.0,0.226,0.01,0.0,0.018,0.0,7.029,0.009,0.151,1.355,0.06,3.421,0.106,0.038
Colombia,2010,COL,country,South America,44777278.0,489870196736.0,41.526,1.538,117.068,5.242,54.045,2.42,4.018,1.255,229.454,17.698,8.407,1248.565,55.907,90.224,4.04,2.119,12.325,13265.207,593.98,6.708,13.389,59.44,1327.459,60.23,17.167,5.156,20.819,9482.512,0.867,7.242,20.471,396.63,17.76,6769.913,303.138,29.487,72.596,4.366,3.658,87.451,267.323,11.97,1953.03,7.235,7.316,2421.627,108.434,19.874,20.943,13.82,-0.685,-1.566,105.618,893.31,40.0,2358.75,66.412,25.294,2.951,0.254,114.429,948.472,42.47,2555.526,70.513,27.404,-0.79,-1.329,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.553,8.406,159.78,39.082,1.75,3568.318,17.188,70.603,10750.518,481.379,2.906,38.264,3.469,2.42,0.0,10.635,0.333,54.045,0.0,77.466,4.018,0.0,0.831,1345.102,424.601,2.951,0.254,114.429,948.472,42.47,2555.526,70.513,27.404,,0.0,0.0,0.223,0.01,0.0,0.017,0.0,-33.163,-0.051,0.1,0.893,0.04,2.243,0.066,0.024
Colombia,2011,COL,country,South America,45259560.0,521323249664.0,29.053,1.523,149.469,6.765,44.19,2.0,3.241,1.553,151.378,-19.033,-10.641,1000.152,45.266,49.713,2.25,15.404,91.498,15145.487,685.478,3.647,10.393,60.17,1329.443,61.7,17.325,4.521,19.196,9805.588,0.851,-1.391,-4.215,248.787,11.26,6604.639,298.923,18.25,68.629,-2.632,-2.302,85.15,168.804,7.64,1881.364,-2.744,-2.975,2330.082,105.458,12.382,19.549,9.34,19.405,19.841,125.46,1069.166,48.39,2772.006,78.428,28.804,20.585,22.21,136.639,1114.461,50.44,3019.011,81.75,31.371,-1.53,-2.543,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.462,8.727,168.507,30.27,1.37,3723.123,16.466,79.264,12387.274,560.643,2.22,38.687,4.307,2.0,0.0,24.181,0.839,44.19,0.0,95.172,3.241,0.0,0.989,1363.248,443.797,20.585,22.21,136.639,1114.461,50.44,3019.011,81.75,31.371,,0.0,0.0,0.221,0.01,0.0,0.016,0.0,7.006,0.006,0.107,0.884,0.04,2.362,0.065,0.025
Colombia,2012,COL,country,South America,45715766.0,541722640384.0,7.579,0.513,159.193,7.278,42.655,1.95,3.092,1.568,179.036,20.532,9.294,1193.469,54.56,73.498,3.36,3.754,25.733,15557.245,711.211,5.328,11.759,62.35,1363.862,63.06,16.348,6.34,28.136,10323.202,0.871,10.171,30.404,304.928,13.94,7203.799,329.327,22.106,70.977,11.168,9.509,94.659,196.65,8.99,2070.598,9.291,9.798,2521.154,115.256,14.256,20.401,11.29,-1.746,-2.827,122.633,1030.498,47.11,2682.516,74.707,26.43,-0.392,-1.974,134.665,1074.465,49.12,2945.7,77.894,29.023,-0.71,-1.139,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.885,11.601,180.108,34.78,1.59,3939.732,3.435,19.259,12684.939,579.902,2.521,38.817,4.613,1.95,0.0,7.086,0.305,42.655,0.0,100.899,3.092,0.0,0.994,1379.393,471.933,-0.392,-1.974,134.665,1074.465,49.12,2945.7,77.894,29.023,,0.0,0.0,0.219,0.01,0.0,0.016,0.0,32.91,0.034,0.141,1.094,0.05,3.093,0.079,0.03
Colombia,2013,COL,country,South America,46151536.0,569534644224.0,4.526,0.329,164.827,7.607,22.751,1.05,1.428,1.593,236.022,7.569,4.13,1271.68,58.69,130.873,6.04,-3.963,-28.187,14799.598,683.024,8.217,12.291,72.16,1563.545,73.51,17.905,2.777,13.107,10509.718,0.852,6.906,22.743,490.341,22.63,7628.573,352.07,30.785,73.733,10.684,10.114,104.773,332.817,15.36,2270.186,14.731,16.978,2865.23,132.235,20.895,21.942,17.35,-6.765,-9.173,113.46,1078.187,49.76,2458.419,67.691,23.762,-5.349,-9.243,125.422,1102.455,50.88,2717.608,69.215,26.267,-1.35,-1.871,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.719,8.5,188.608,26.651,1.23,4086.707,6.672,38.692,13403.537,618.594,1.673,39.5,4.208,1.05,0.0,-8.782,-0.405,22.751,0.0,91.169,1.428,0.0,0.881,1592.796,485.04,-5.349,-9.243,125.422,1102.455,50.88,2717.608,69.215,26.267,,0.0,0.0,0.217,0.01,0.0,0.014,0.0,5.05,0.006,0.147,1.3,0.06,3.193,0.082,0.031
Colombia,2014,COL,country,South America,46565374.0,595158040576.0,3.758,0.286,169.5,7.893,28.991,1.35,1.916,1.569,236.73,5.924,3.477,1335.046,62.167,117.255,5.46,3.605,24.621,15196.815,707.645,7.749,12.357,69.66,1495.961,70.46,16.297,5.267,25.546,10964.926,0.858,6.732,23.703,467.73,21.78,8069.802,375.773,30.911,74.692,8.655,9.068,113.841,305.807,14.24,2444.748,-6.735,-8.906,2648.499,123.328,20.21,22.628,16.68,0.855,0.387,113.847,1014.702,47.25,2444.89,67.059,22.629,1.986,1.9,127.322,1045.412,48.68,2734.256,69.089,25.308,-0.8,-1.148,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.916,11.158,199.766,44.668,2.08,4290.008,-1.93,-11.94,13027.999,606.654,2.952,39.707,5.403,1.35,0.0,28.408,1.195,28.991,0.0,116.028,1.916,0.0,1.074,1513.141,510.586,1.986,1.9,127.322,1045.412,48.68,2734.256,69.089,25.308,,0.0,0.0,0.215,0.01,0.0,0.014,0.0,21.875,0.031,0.179,1.503,0.07,3.838,0.099,0.036
