period_begin,state,state_code,property_type,median_sale_price,median_list_price,homes_sold,new_listings,inventory,months_of_supply,off_market_in_two_weeks,parent_metro_region
2017-11-01,Maine,ME,condo,240200,243600.0,174,95.0,410.0,2.4,0.2538901055,Northeast Region
2021-11-01,Montana,MT,multi family,432800,400500.0,44,36.0,122.0,2.8,0.03222222222,West Region
2021-03-01,North Dakota,ND,condo,148100,274800.0,25,31.0,62.0,2.5,0.0394265233,Midwest Region
2024-10-01,Arizona,AZ,townhouse,357800,483500.0,665,983.0,2694.0,4.1,0.264071454,West Region
2015-09-01,Arizona,AZ,condo,114400,237500.0,472,610.0,1889.0,4.0,0.2828712331,West Region
2014-03-01,Maine,ME,multi family,46700,151000.0,6,8.0,35.0,5.8,0.0,Northeast Region
2014-12-01,Columbia,DC,single family,715000,449000.0,96,65.0,239.0,2.5,0.05555555556,South Region
2019-12-01,Texas,TX,condo,210200,265600.0,922,698.0,3339.0,3.6,0.1777414088,South Region
2017-06-01,Florida,FL,multi family,245700,264000.0,410,517.0,1652.0,4.0,0.2416577731,South Region
2017-01-01,Mississippi,MS,all,143200,161200.0,1024,1866.0,8430.0,8.2,0.02597900503,South Region
2014-10-01,Massachusetts,MA,single family,336100,333400.0,4380,5139.0,26051.0,5.9,0.2151757693,Northeast Region
2022-05-01,Oklahoma,OK,condo,109900,261200.0,91,81.0,87.0,1.0,0.7198227798,South Region
2018-05-01,Arkansas,AR,single family,162600,168500.0,3465,4012.0,12464.0,3.6,0.1527852852,South Region
2018-05-01,Mississippi,MS,all,167900,180000.0,2050,2563.0,9509.0,4.6,0.01944673526,South Region
2018-06-01,Maryland,MD,multi family,182300,166800.0,15,26.0,73.0,4.9,0.2019230769,South Region
2017-04-01,Alabama,AL,single family,173900,192300.0,4125,5267.0,21876.0,5.3,0.1054875502,South Region
2024-04-01,Louisiana,LA,all,247000,265200.0,3860,4325.0,13649.0,3.5,0.1940747204,South Region
2021-01-01,Connecticut,CT,single family,353600,315600.0,2887,2419.0,6704.0,2.3,0.384654924,Northeast Region
2021-10-01,Wyoming,WY,single family,424300,340100.0,702,567.0,1916.0,2.7,0.02232091891,West Region
2019-05-01,Nebraska,NE,townhouse,194300,215300.0,114,110.0,172.0,1.5,0.5571725809,Midwest Region
2022-03-01,North Dakota,ND,condo,163100,298500.0,19,34.0,61.0,3.2,0.0,Midwest Region
2020-06-01,Rhode Island,RI,condo,271900,346800.0,163,248.0,573.0,3.5,0.4156747391,Northeast Region
2024-04-01,Iowa,IA,townhouse,333400,334900.0,36,46.0,110.0,3.1,0.2649108138,Midwest Region
2023-06-01,West Virginia,WV,townhouse,248000,291100.0,123,145.0,294.0,2.4,0.4003616169,South Region
2021-03-01,Idaho,ID,townhouse,417500,514200.0,91,94.0,224.0,2.5,0.6675654476,West Region
2024-03-01,Washington,WA,single family,663100,625900.0,5529,7517.0,9554.0,1.7,0.6009987348,West Region
2020-08-01,Ohio,OH,townhouse,192900,195900.0,144,144.0,307.0,2.1,0.5628490257,Midwest Region
2019-10-01,Iowa,IA,townhouse,222700,181000.0,19,18.0,114.0,6.0,0.0,Midwest Region
2017-04-01,Virginia,VA,single family,314700,312800.0,7826,12162.0,31817.0,4.1,0.2229890781,South Region
2014-05-01,Massachusetts,MA,all,339300,358200.0,6804,12666.0,40591.0,6.0,0.3493140655,Northeast Region
2017-05-01,Alabama,AL,multi family,105900,201100.0,3,1.0,10.0,3.3,0.0,South Region
2017-01-01,North Carolina,NC,townhouse,171400,241000.0,525,758.0,2295.0,4.4,0.2820572424,South Region
2019-09-01,Missouri,MO,condo,152800,192800.0,546,546.0,1306.0,2.4,0.3127304649,Midwest Region
2019-04-01,Tennessee,TN,condo,215500,276400.0,460,538.0,1423.0,3.1,0.3530094841,South Region
2019-07-01,South Dakota,SD,all,213600,218100.0,1089,1238.0,3768.0,3.5,0.0137765118,Midwest Region
2022-03-01,West Virginia,WV,townhouse,237700,292900.0,107,141.0,222.0,2.1,0.4213947991,South Region
2018-01-01,Wyoming,WY,single family,248200,233500.0,398,513.0,2955.0,7.4,0.007080140998,West Region
2023-01-01,Georgia,GA,condo,268700,395100.0,350,736.0,1546.0,4.4,0.3118973851,South Region
2023-07-01,Maine,ME,all,371000,368300.0,1688,2133.0,3479.0,2.1,0.5120263677,Northeast Region
2023-07-01,Indiana,IN,all,258500,253700.0,7212,8397.0,12474.0,1.7,0.5371407855,Midwest Region
2022-11-01,Connecticut,CT,single family,394600,329700.0,2451,1914.0,5587.0,2.3,0.4249351362,Northeast Region
2021-06-01,North Dakota,ND,all,246900,252500.0,575,605.0,1633.0,2.8,0.01270426371,Midwest Region
2019-10-01,New York,NY,single family,319000,330400.0,10835,11075.0,44645.0,4.1,0.1396185646,Northeast Region
2019-06-01,Utah,UT,single family,361500,363200.0,3695,4463.0,9088.0,2.5,0.4352613815,West Region
2022-03-01,Massachusetts,MA,all,556400,596500.0,5287,9100.0,7833.0,1.5,0.7379330409,Northeast Region
2014-09-01,Florida,FL,single family,190100,182200.0,20307,24867.0,101097.0,5.0,0.1421333486,South Region
2019-12-01,Virginia,VA,condo,262800,388600.0,839,486.0,1524.0,1.8,0.3571105823,South Region
2024-04-01,New Mexico,NM,condo,483200,566000.0,42,61.0,159.0,3.8,0.3330297511,West Region
2017-08-01,California,CA,multi family,694100,550400.0,1300,1696.0,4548.0,3.5,0.2074712149,West Region
2021-02-01,North Carolina,NC,condo,217600,315400.0,674,850.0,1909.0,2.8,0.3616466719,South Region
2017-10-01,Florida,FL,townhouse,194400,261800.0,2395,3096.0,8023.0,3.3,0.2937003675,South Region
2022-06-01,Florida,FL,multi family,467200,449000.0,536,818.0,1824.0,3.4,0.3776287087,South Region
2021-07-01,Maryland,MD,single family,469600,383600.0,5745,6774.0,8419.0,1.5,0.6305013713,South Region
2018-12-01,Oregon,OR,all,341700,337100.0,4239,2602.0,13278.0,3.1,0.2143356835,West Region
2019-03-01,Nebraska,NE,townhouse,184300,219500.0,61,93.0,155.0,2.5,0.5004784713,Midwest Region
2021-08-01,Minnesota,MN,multi family,312900,319400.0,219,259.0,397.0,1.8,0.4594694955,Midwest Region
2015-07-01,Utah,UT,multi family,221000,239400.0,51,80.0,198.0,3.9,0.05982142857,West Region
2022-04-01,Louisiana,LA,multi family,319400,357300.0,204,226.0,492.0,2.4,0.2801958542,South Region
2018-08-01,Montana,MT,condo,277700,345900.0,120,118.0,452.0,3.8,0.03303485769,West Region
2017-07-01,Vermont,VT,townhouse,225300,285200.0,71,65.0,263.0,3.7,0.2978021978,Northeast Region
2014-11-01,Hawaii,HI,townhouse,597400,550600.0,7,18.0,74.0,10.6,0.0,West Region
2019-11-01,Nevada,NV,single family,325200,306900.0,3165,3005.0,10890.0,3.4,0.2401769093,West Region
2019-04-01,Delaware,DE,townhouse,164700,248600.0,235,289.0,657.0,2.8,0.3682556788,South Region
2016-08-01,West Virginia,WV,single family,159300,162800.0,955,1102.0,4980.0,5.2,0.0473503909,South Region
2018-07-01,Hawaii,HI,townhouse,630100,629700.0,10,19.0,110.0,11.0,0.514619883,West Region
2024-10-01,Nebraska,NE,single family,289000,284100.0,1553,1897.0,3859.0,2.5,0.3521195049,Midwest Region
2016-02-01,Illinois,IL,townhouse,171200,253000.0,735,1432.0,3177.0,4.3,0.3283652101,Midwest Region
2015-06-01,Kentucky,KY,single family,157000,155800.0,4275,5158.0,17325.0,4.1,0.1399073354,South Region
2018-07-01,Michigan,MI,single family,181500,177200.0,12651,16320.0,36754.0,2.9,0.273899523,Midwest Region
2021-06-01,Arizona,AZ,townhouse,299600,411200.0,1322,1273.0,1420.0,1.1,0.663484628,West Region
2015-11-01,South Dakota,SD,single family,172900,178200.0,568,479.0,2445.0,4.3,0.005615503764,Midwest Region
2014-07-01,Washington,WA,condo,212900,370000.0,882,1022.0,2303.0,2.6,0.315024122,West Region
2022-01-01,Wyoming,WY,all,312200,395000.0,453,481.0,1573.0,3.5,0.01833315411,West Region
2019-06-01,Arkansas,AR,single family,172600,174400.0,3327,3847.0,12725.0,3.8,0.1402052695,South Region
2022-09-01,Rhode Island,RI,single family,455500,435500.0,857,876.0,1511.0,1.8,0.450337459,Northeast Region
2017-06-01,Kentucky,KY,single family,171400,166000.0,4850,5815.0,14883.0,3.1,0.3090636121,South Region
2017-12-01,Vermont,VT,single family,224100,226900.0,537,289.0,3633.0,6.8,0.1125831766,Northeast Region
2024-12-01,Arkansas,AR,all,255100,259900.0,2894,2732.0,11527.0,4.0,0.2288179896,South Region
2023-04-01,North Dakota,ND,multi family,213300,333500.0,6,7.0,20.0,3.3,0.0,Midwest Region
2018-05-01,Delaware,DE,single family,258000,236900.0,694,980.0,1942.0,2.8,0.3818373135,South Region
2016-12-01,Iowa,IA,all,147100,147000.0,2882,1682.0,12332.0,4.3,0.02756227198,Midwest Region
2024-08-01,Kentucky,KY,single family,268100,266300.0,3839,4838.0,10559.0,2.8,0.3933719424,South Region
2016-09-01,Nevada,NV,single family,250100,245900.0,3835,4222.0,14666.0,3.8,0.2995311952,West Region
2016-02-01,Columbia,DC,single family,645000,559000.0,71,113.0,242.0,3.4,0.2826086957,South Region
2018-07-01,Vermont,VT,all,231100,250300.0,859,1264.0,5549.0,6.5,0.2446929591,Northeast Region
2023-02-01,Wyoming,WY,condo,679000,2875000.0,1,4.0,32.0,32.0,0.0,West Region
2015-01-01,Washington,WA,condo,204300,354400.0,460,740.0,1667.0,3.6,0.2983093351,West Region
2016-12-01,Florida,FL,all,212400,230600.0,33650,33007.0,147804.0,4.4,0.1924990133,South Region
2021-12-01,Vermont,VT,all,330900,322100.0,879,402.0,1531.0,1.7,0.4634253923,Northeast Region
2024-08-01,Arkansas,AR,all,263800,273900.0,3536,4468.0,12120.0,3.4,0.3155735301,South Region
2019-01-01,Hawaii,HI,all,553000,578600.0,1021,1937.0,6504.0,6.4,0.1652002481,West Region
2022-03-01,Hawaii,HI,all,721900,757500.0,1680,1771.0,4181.0,2.5,0.3199979546,West Region
2024-09-01,Columbia,DC,townhouse,800000,659900.0,169,424.0,1039.0,6.1,0.3618421053,South Region
2016-04-01,Georgia,GA,single family,213100,229500.0,10313,16663.0,49669.0,4.8,0.2731361409,South Region
2017-07-01,West Virginia,WV,condo,101800,169900.0,8,8.0,58.0,7.3,0.0,South Region
2020-03-01,New Mexico,NM,all,254200,258600.0,903,982.0,4181.0,4.6,0.1171101109,West Region
2018-09-01,South Carolina,SC,all,229700,244000.0,5255,5739.0,27924.0,5.3,0.2659443347,South Region
2014-07-01,Vermont,VT,single family,220400,223500.0,572,920.0,4809.0,8.4,0.008786667253,Northeast Region
2023-02-01,Kansas,KS,all,243100,253000.0,1951,2413.0,3035.0,1.6,0.438945821,Midwest Region
2018-02-01,Texas,TX,single family,229600,249600.0,19194,27024.0,70715.0,3.7,0.3210540769,South Region
2017-03-01,Pennsylvania,PA,all,171000,210200.0,11921,17372.0,54643.0,4.6,0.1924908529,Northeast Region
2022-04-01,Missouri,MO,townhouse,184200,285400.0,71,87.0,8.0,0.1,0.7267062439,Midwest Region
2015-06-01,Michigan,MI,multi family,85300,134300.0,158,231.0,931.0,5.9,0.04309320245,Midwest Region
2024-11-01,New Jersey,NJ,townhouse,405800,439800.0,440,531.0,1339.0,3.0,0.4109764343,Northeast Region
2016-08-01,Ohio,OH,single family,144000,139500.0,13191,14297.0,49342.0,3.7,0.2477951235,Midwest Region
2015-05-01,Utah,UT,single family,262100,264200.0,3358,4407.0,14591.0,4.3,0.01133687109,West Region
2015-07-01,Oklahoma,OK,multi family,94200,158700.0,16,22.0,83.0,5.2,0.1168831169,South Region
2022-09-01,Arizona,AZ,single family,452700,441700.0,7409,9556.0,27226.0,3.7,0.2572732916,West Region
2019-03-01,Nebraska,NE,multi family,142500,212100.0,26,19.0,41.0,1.6,0.3035087719,Midwest Region
2024-09-01,Missouri,MO,all,264800,268200.0,6491,8024.0,14786.0,2.3,0.395987046,Midwest Region
2023-04-01,Illinois,IL,townhouse,289700,341600.0,905,1155.0,2266.0,2.5,0.6488362895,Midwest Region
2019-06-01,North Carolina,NC,single family,255000,248700.0,14190,15340.0,49338.0,3.5,0.2956266952,South Region
2024-11-01,North Carolina,NC,multi family,403400,397800.0,41,45.0,149.0,3.6,0.3117283951,South Region
2024-08-01,Colorado,CO,townhouse,589700,617800.0,920,1317.0,3287.0,3.6,0.2693658003,West Region
2022-06-01,Pennsylvania,PA,townhouse,265800,299700.0,4163,4961.0,7263.0,1.7,0.5892480068,Northeast Region
2024-09-01,Wyoming,WY,townhouse,637800,1562800.0,22,23.0,64.0,2.9,0.2753623188,West Region
2014-04-01,Wisconsin,WI,all,118700,150200.0,1770,3846.0,16428.0,9.3,0.008591294556,Midwest Region
2017-03-01,Georgia,GA,condo,189200,302200.0,787,1162.0,2106.0,2.7,0.4601018869,South Region
2019-05-01,Nevada,NV,condo,174600,319200.0,660,835.0,2318.0,3.5,0.3090881928,West Region
2023-06-01,Maryland,MD,townhouse,337400,385500.0,2225,2423.0,3020.0,1.4,0.607412019,South Region
2016-08-01,Wyoming,WY,single family,271200,254400.0,628,649.0,3431.0,5.5,0.003774553982,West Region
2017-12-01,Georgia,GA,townhouse,229800,234000.0,970,763.0,2468.0,2.5,0.2774615459,South Region
2016-07-01,Rhode Island,RI,multi family,197900,218400.0,131,208.0,650.0,5.0,0.2891017521,Northeast Region
2022-12-01,Texas,TX,single family,341700,328800.0,22731,19076.0,78997.0,3.5,0.1915758832,South Region
2018-05-01,Iowa,IA,condo,174700,215400.0,453,463.0,1212.0,2.7,0.2854118388,Midwest Region
2019-06-01,Arizona,AZ,multi family,296000,281700.0,87,93.0,308.0,3.5,0.2476609412,West Region
2014-06-01,Utah,UT,townhouse,177800,238900.0,378,461.0,1817.0,4.8,0.01657150137,West Region
2016-08-01,Kansas,KS,single family,176900,166300.0,3255,3175.0,7046.0,2.2,0.1757894068,Midwest Region
2017-04-01,Oklahoma,OK,condo,90700,175900.0,54,91.0,277.0,5.1,0.2991651206,South Region
2017-10-01,North Dakota,ND,single family,225600,203900.0,289,265.0,1159.0,4.0,0.008647798742,Midwest Region
2020-05-01,Oregon,OR,multi family,415300,400600.0,65,95.0,243.0,3.7,0.4203508772,West Region
2021-10-01,South Dakota,SD,condo,165600,270200.0,23,14.0,33.0,1.4,0.0,Midwest Region
2016-03-01,Massachusetts,MA,single family,330400,396100.0,3482,7778.0,15391.0,4.4,0.387862081,Northeast Region
2023-03-01,Mississippi,MS,single family,242800,249900.0,1620,2280.0,4817.0,3.0,0.3413780762,South Region
2018-09-01,Kentucky,KY,single family,166800,172500.0,3980,4255.0,14450.0,3.6,0.2371245319,South Region
2023-11-01,New Mexico,NM,townhouse,450100,563000.0,23,9.0,44.0,1.9,0.6111111111,West Region
2022-10-01,Louisiana,LA,multi family,296500,332500.0,139,160.0,604.0,4.3,0.1759899068,South Region
2019-09-01,Massachusetts,MA,all,419600,465200.0,7219,10400.0,23359.0,3.2,0.406559272,Northeast Region
2017-08-01,California,CA,all,525700,518200.0,39423,41821.0,85925.0,2.2,0.3591999572,West Region
2018-04-01,North Carolina,NC,condo,160400,263100.0,536,686.0,2202.0,4.1,0.2245239599,South Region
2019-03-01,Texas,TX,single family,241400,268000.0,25824,36325.0,84021.0,3.3,0.3200653538,South Region
2017-04-01,Arkansas,AR,condo,157000,182300.0,48,60.0,278.0,5.8,0.136622807,South Region
2015-08-01,Nevada,NV,townhouse,145000,215000.0,222,246.0,894.0,4.0,0.2891156463,West Region
2020-11-01,Alaska,AK,condo,208700,314900.0,104,84.0,296.0,2.8,0.2631759775,West Region
2016-12-01,Kentucky,KY,single family,147900,142800.0,3558,2487.0,13149.0,3.7,0.1646749477,South Region
2022-07-01,West Virginia,WV,condo,139500,212300.0,15,19.0,53.0,3.5,0.05263157895,South Region
2019-06-01,Georgia,GA,all,250300,257000.0,15256,19301.0,52471.0,3.4,0.2938741921,South Region
2016-08-01,West Virginia,WV,townhouse,152200,190500.0,87,101.0,350.0,4.0,0.0501650165,South Region
2020-09-01,Columbia,DC,all,645000,640000.0,956,1367.0,2324.0,2.4,0.5577651515,South Region
2018-08-01,Arizona,AZ,multi family,239400,266600.0,90,150.0,398.0,4.4,0.3599289708,West Region
2016-03-01,South Carolina,SC,multi family,245600,359000.0,4,13.0,28.0,7.0,0.4166666667,South Region
2021-05-01,Missouri,MO,condo,191200,236600.0,697,647.0,723.0,1.0,0.4238704003,Midwest Region
2021-11-01,Massachusetts,MA,condo,475900,584200.0,1355,1045.0,2221.0,1.6,0.4324987685,Northeast Region
2017-04-01,Florida,FL,all,218500,242000.0,36875,44553.0,154756.0,4.2,0.2382864903,South Region
2023-07-01,Texas,TX,townhouse,339900,369900.0,727,1054.0,2307.0,3.2,0.3885260103,South Region
2024-04-01,North Dakota,ND,single family,288700,294900.0,264,426.0,820.0,3.1,0.4903192976,Midwest Region
2016-05-01,Wisconsin,WI,all,169100,183400.0,7968,10949.0,35914.0,4.5,0.2413446753,Midwest Region
2014-06-01,Minnesota,MN,townhouse,168700,231200.0,687,774.0,1686.0,2.5,0.4395709791,Midwest Region
2023-07-01,Alaska,AK,all,379800,373900.0,720,1075.0,1662.0,2.3,0.4620169099,West Region
2023-12-01,Mississippi,MS,condo,390800,300700.0,27,35.0,169.0,6.3,0.2928571429,South Region
2015-06-01,Alabama,AL,townhouse,134300,192600.0,117,138.0,527.0,4.5,0.01614906832,South Region
2024-01-01,Alabama,AL,multi family,245900,256400.0,17,22.0,51.0,3.0,0.2681818182,South Region
2016-03-01,Alabama,AL,single family,159900,181500.0,3847,5666.0,21783.0,5.7,0.1155168357,South Region
2018-04-01,Minnesota,MN,all,246800,254600.0,6217,9429.0,16725.0,2.7,0.5189719002,Midwest Region
2017-12-01,Tennessee,TN,single family,219100,214600.0,7115,5063.0,23929.0,3.4,0.267674447,South Region
2019-11-01,Delaware,DE,townhouse,196900,237100.0,200,184.0,603.0,3.0,0.2652612746,South Region
2022-03-01,Georgia,GA,single family,351500,358100.0,13445,16623.0,20941.0,1.6,0.5241685692,South Region
2015-03-01,Maine,ME,multi family,81900,167500.0,8,102.0,125.0,15.6,0.0,Northeast Region
2015-01-01,Ohio,OH,single family,110400,123000.0,6312,9782.0,48860.0,7.7,0.0434511402,Midwest Region
2016-10-01,Mississippi,MS,multi family,155500,154900.0,4,2.0,39.0,9.8,0.0,South Region
2016-12-01,Vermont,VT,single family,228900,221000.0,493,319.0,4059.0,8.2,0.09025688383,Northeast Region
2018-03-01,Louisiana,LA,condo,195700,305800.0,145,114.0,574.0,4.0,0.213963297,South Region
2020-01-01,North Carolina,NC,all,236900,254600.0,10390,14253.0,45582.0,4.4,0.231169344,South Region
2022-10-01,Virginia,VA,condo,317800,497300.0,848,807.0,1555.0,1.8,0.4604545452,South Region
2015-06-01,New Mexico,NM,single family,216900,250100.0,743,873.0,3609.0,4.9,0.007389702266,West Region
2022-12-01,Oregon,OR,all,472800,475000.0,3163,2099.0,9200.0,2.9,0.2081126717,West Region
2022-02-01,Vermont,VT,all,299500,367200.0,449,622.0,1355.0,3.0,0.6284946546,Northeast Region
2015-11-01,Colorado,CO,all,315300,314000.0,6214,5544.0,22092.0,3.6,0.3070938446,West Region
2021-07-01,Maine,ME,multi family,335200,329700.0,134,160.0,247.0,1.8,0.5012038567,Northeast Region
2023-08-01,Colorado,CO,townhouse,551800,607000.0,1041,1262.0,2172.0,2.1,0.3972113324,West Region
2014-02-01,Oregon,OR,condo,193900,285400.0,190,255.0,783.0,4.1,0.3260013491,West Region
2020-12-01,Washington,WA,condo,340700,562800.0,993,568.0,1216.0,1.2,0.4075768869,West Region
2018-01-01,South Dakota,SD,single family,187300,209700.0,429,607.0,2271.0,5.3,0.03259676015,Midwest Region
2020-05-01,California,CA,condo,464400,764900.0,2370,5168.0,11651.0,4.9,0.3460282656,West Region
2019-03-01,North Carolina,NC,all,233200,259500.0,13086,17813.0,49911.0,3.8,0.296352513,South Region
2018-04-01,Ohio,OH,single family,155100,169000.0,11106,15123.0,35771.0,3.2,0.4039914802,Midwest Region
2017-10-01,Georgia,GA,townhouse,219500,257700.0,919,1127.0,2867.0,3.1,0.3286086172,South Region
2022-01-01,Rhode Island,RI,all,382000,397400.0,1120,933.0,1362.0,1.2,0.4939800264,Northeast Region
2023-02-01,West Virginia,WV,condo,202400,162300.0,7,16.0,56.0,8.0,0.0,South Region
2021-06-01,Columbia,DC,all,708100,659000.0,1155,1368.0,2166.0,1.9,0.5414507772,South Region
2021-08-01,Oklahoma,OK,single family,214300,215300.0,5707,6085.0,8798.0,1.5,0.5033098544,South Region
2024-02-01,Kansas,KS,multi family,204900,257400.0,29,42.0,108.0,3.7,0.3673469388,Midwest Region
2020-10-01,South Carolina,SC,multi family,228000,315200.0,25,23.0,98.0,3.9,0.2670807453,South Region
2020-02-01,Alabama,AL,condo,229400,273700.0,256,308.0,1121.0,4.4,0.143908327,South Region
2016-10-01,New Jersey,NJ,townhouse,268800,261200.0,456,613.0,3202.0,7.0,0.06420392323,Northeast Region
2023-05-01,Nebraska,NE,multi family,298500,300800.0,25,23.0,37.0,1.5,0.6434782609,Midwest Region
2019-10-01,West Virginia,WV,all,162500,171500.0,1254,1208.0,5417.0,4.3,0.0976044281,South Region
2017-05-01,Kentucky,KY,single family,163000,176500.0,4687,5514.0,14436.0,3.1,0.2989495966,South Region
2022-03-01,Mississippi,MS,all,231600,247500.0,2085,2562.0,3841.0,1.8,0.4804414913,South Region
2021-01-01,Maine,ME,multi family,269700,266400.0,81,75.0,148.0,1.8,0.4550285714,Northeast Region
2014-12-01,North Carolina,NC,single family,188900,178200.0,7849,5807.0,41699.0,5.3,0.09844907334,South Region
2020-10-01,Michigan,MI,all,204300,199200.0,16383,14577.0,25684.0,1.6,0.3514669765,Midwest Region
2019-03-01,North Dakota,ND,condo,267700,255400.0,14,19.0,72.0,5.1,0.0,Midwest Region
2018-01-01,Nebraska,NE,townhouse,185900,201600.0,41,48.0,158.0,3.9,0.3108974359,Midwest Region
2015-12-01,Idaho,ID,multi family,276200,198500.0,34,16.0,102.0,3.0,0.0,West Region
2015-11-01,Maine,ME,condo,204500,131400.0,32,14.0,213.0,6.7,0.04761904762,Northeast Region
2022-08-01,Mississippi,MS,single family,239700,244900.0,1916,2246.0,4895.0,2.6,0.3789266959,South Region
2024-10-01,Alaska,AK,single family,392800,374700.0,610,463.0,1395.0,2.3,0.270312109,West Region
2016-10-01,Maine,ME,townhouse,212000,251500.0,3,3.0,14.0,4.7,0.0,Northeast Region
2015-10-01,Missouri,MO,multi family,98900,132000.0,93,123.0,411.0,4.4,0.1022377081,Midwest Region
2023-11-01,Tennessee,TN,condo,333700,446300.0,266,380.0,1327.0,5.0,0.2996318784,South Region
2018-06-01,Minnesota,MN,all,252000,256700.0,9820,11005.0,20496.0,2.1,0.4886910663,Midwest Region
2014-10-01,Missouri,MO,all,140400,139000.0,5908,6515.0,20063.0,3.4,0.007358737523,Midwest Region
2024-09-01,West Virginia,WV,condo,244100,271900.0,8,8.0,40.0,5.0,0.0,South Region
2023-05-01,Idaho,ID,single family,471400,504600.0,2199,3214.0,6321.0,2.9,0.4427365917,West Region
2017-03-01,Minnesota,MN,townhouse,186400,271200.0,826,1337.0,1632.0,2.0,0.659088187,Midwest Region
2021-01-01,North Carolina,NC,townhouse,236500,309300.0,1051,1281.0,2579.0,2.5,0.4394990095,South Region
2024-12-01,Louisiana,LA,condo,211400,328700.0,103,72.0,497.0,4.8,0.1435185185,South Region
2022-10-01,Mississippi,MS,multi family,153500,245000.0,9,14.0,30.0,3.3,0.4545454545,South Region
2019-06-01,Colorado,CO,multi family,713900,666400.0,61,148.0,410.0,6.7,0.2843468468,West Region
2021-06-01,Arkansas,AR,all,202700,208000.0,4740,4945.0,10696.0,2.3,0.1445971664,South Region
2018-10-01,South Dakota,SD,condo,163000,196500.0,17,20.0,65.0,3.8,0.0,Midwest Region
2016-11-01,Virginia,VA,all,286800,281100.0,8840,8123.0,36440.0,4.1,0.1212089593,South Region
2019-08-01,Alaska,AK,all,290100,288500.0,918,1076.0,4304.0,4.7,0.01715499373,West Region
2018-06-01,Columbia,DC,all,603400,597500.0,969,1137.0,1675.0,1.7,0.495049505,South Region
2022-01-01,Michigan,MI,all,206600,216300.0,8956,8869.0,15139.0,1.7,0.3759621466,Midwest Region
2021-03-01,Oklahoma,OK,multi family,210200,226700.0,37,37.0,40.0,1.1,0.5953624079,South Region
2023-04-01,Kansas,KS,single family,259700,272600.0,2445,3394.0,3067.0,1.3,0.5612570791,Midwest Region
2014-09-01,Washington,WA,townhouse,320000,363100.0,399,453.0,944.0,2.4,0.2844578404,West Region
2021-11-01,Connecticut,CT,single family,369200,307100.0,3448,2581.0,6840.0,2.0,0.4346213237,Northeast Region
2018-02-01,Michigan,MI,multi family,88100,152100.0,133,173.0,589.0,4.4,0.259330664,Midwest Region
2019-12-01,Washington,WA,condo,348400,487400.0,855,395.0,1117.0,1.3,0.3410077135,West Region
2022-10-01,Iowa,IA,single family,207500,206300.0,2901,3027.0,7092.0,2.4,0.3434960462,Midwest Region
2016-06-01,Michigan,MI,single family,160000,159400.0,12964,17382.0,44078.0,3.4,0.2301846279,Midwest Region
2022-08-01,Kentucky,KY,all,242800,244900.0,4996,5403.0,9821.0,2.0,0.4035169771,South Region
2014-11-01,Maryland,MD,all,254800,240100.0,4873,5559.0,27299.0,5.6,0.08611850356,South Region
2022-10-01,Nebraska,NE,multi family,186200,279800.0,14,25.0,42.0,3.0,0.4946031746,Midwest Region
2022-08-01,Wisconsin,WI,all,280000,269500.0,8098,7472.0,16237.0,2.0,0.3966366033,Midwest Region
2016-10-01,California,CA,multi family,630900,531400.0,1092,1394.0,4743.0,4.3,0.1959479521,West Region
2019-05-01,Georgia,GA,multi family,201400,261600.0,81,83.0,207.0,2.6,0.4279430023,South Region
2019-03-01,Iowa,IA,single family,165800,181800.0,2364,3015.0,10480.0,4.4,0.1332762842,Midwest Region
2017-10-01,Columbia,DC,condo,419500,559900.0,376,460.0,851.0,2.3,0.227571116,South Region
2022-07-01,Florida,FL,all,394000,417100.0,34853,49898.0,102311.0,2.9,0.4273064595,South Region
2017-11-01,Colorado,CO,all,364300,352700.0,7942,6928.0,20265.0,2.6,0.3063388589,West Region
2014-12-01,Iowa,IA,single family,141800,132700.0,1833,1237.0,10092.0,5.5,0.01732173496,Midwest Region
2017-02-01,Maryland,MD,condo,167900,338400.0,454,644.0,1492.0,3.3,0.2019645763,South Region
2020-08-01,South Dakota,SD,townhouse,210200,249000.0,54,75.0,241.0,4.5,0.0,Midwest Region
2017-09-01,South Dakota,SD,all,190800,195800.0,920,873.0,3226.0,3.5,0.007194044563,Midwest Region
2015-03-01,South Dakota,SD,townhouse,154500,198500.0,34,48.0,167.0,4.9,0.0,Midwest Region
2014-12-01,Columbia,DC,townhouse,593000,449000.0,329,202.0,457.0,1.4,0.1393939394,South Region
2019-05-01,Columbia,DC,single family,840000,596900.0,141,219.0,367.0,2.6,0.5889570552,South Region
2024-08-01,California,CA,all,817400,809900.0,25378,32161.0,72544.0,2.9,0.3077060799,West Region
2016-01-01,Michigan,MI,condo,114400,151400.0,1065,1372.0,4141.0,3.9,0.1190031224,Midwest Region
2021-03-01,New Hampshire,NH,townhouse,280200,370000.0,140,213.0,182.0,1.3,0.8619189887,Northeast Region
2014-08-01,Indiana,IN,all,136700,128900.0,6819,8085.0,40648.0,6.0,0.02995640617,Midwest Region
2024-09-01,Oklahoma,OK,condo,160300,273800.0,60,82.0,220.0,3.7,0.3465447154,South Region
2021-12-01,Illinois,IL,single family,249500,213000.0,11043,6040.0,16688.0,1.5,0.2705363372,Midwest Region
