country,year,iso_code,population,gdp,renewables_share_energy,fossil_share_energy,coal_share_energy,gas_share_energy,oil_share_energy,nuclear_share_energy,hydro_share_energy,wind_share_energy,solar_share_energy,energy_per_capita,carbon_intensity_elec
Brazil,2001,BRA,176301154.0,1785513115648.0,37.181,61.071,6.596,5.447,49.027,1.749,32.806,0.004,0.0,13068.838,105.737
Brazil,2002,BRA,178503419.0,1861742362624.0,38.819,59.532,6.265,6.315,46.952,1.649,34.097,0.007,0.0,13173.614,97.304
Brazil,2003,BRA,180622646.0,1904932683776.0,40.449,57.989,6.41,6.97,44.61,1.561,35.722,0.007,0.0,13211.71,90.672
Brazil,2004,BRA,182675086.0,2038447996928.0,40.444,58.27,6.402,7.897,43.971,1.286,35.53,0.007,0.0,13703.963,101.783
Brazil,2005,BRA,184688047.0,2129214439424.0,41.27,57.674,6.023,8.024,43.627,1.056,36.164,0.01,0.0,13910.281,98.891
Brazil,2006,BRA,186653053.0,2240805339136.0,41.147,57.428,5.774,8.206,43.448,1.425,36.15,0.025,0.0,14152.367,95.959
Brazil,2007,BRA,188552256.0,2405626806272.0,42.285,56.519,5.75,7.94,42.829,1.196,36.228,0.064,0.0,14905.913,90.913
Brazil,2008,BRA,190367242.0,2559842713600.0,41.389,57.327,5.578,8.939,42.809,1.284,33.968,0.109,0.0,15424.68,113.628
Brazil,2009,BRA,192079912.0,2589568270336.0,44.157,54.653,4.522,7.233,42.897,1.19,35.915,0.114,0.0,15230.744,87.372
Brazil,2010,BRA,193701879.0,2820492492800.0,42.505,56.281,5.397,8.849,42.034,1.214,33.702,0.182,0.0,16462.074,114.153
Brazil,2011,BRA,195284687.0,2968454955008.0,42.378,56.37,5.544,8.48,42.346,1.252,34.24,0.216,0.0,16981.994,99.763
Brazil,2012,BRA,196876061.0,3025484382208.0,40.259,58.501,5.33,9.766,43.406,1.239,32.09,0.39,0.0,17312.084,128.344
Brazil,2013,BRA,198478236.0,3116394610688.0,38.407,60.442,5.586,11.188,43.667,1.152,29.149,0.49,0.0,17638.986,167.843
Brazil,2014,BRA,200085074.0,3132099919872.0,37.566,61.318,5.808,11.589,43.921,1.115,27.086,0.886,0.001,17870.574,192.939
Brazil,2015,BRA,201675482.0,3021043138560.0,38.708,60.217,5.908,12.374,41.935,1.075,26.248,1.578,0.004,17530.332,188.638
Brazil,2016,BRA,203218058.0,2922076176384.0,41.536,57.285,5.48,10.976,40.829,1.18,28.324,2.49,0.006,16983.994,149.648
Brazil,2017,BRA,204703394.0,2960731668480.0,41.294,57.551,5.733,11.047,40.771,1.155,27.221,3.11,0.061,16988.623,155.875
Brazil,2018,BRA,206107217.0,3013541101568.0,44.126,54.731,5.597,10.518,38.615,1.143,28.357,3.534,0.252,16915.361,136.949
Brazil,2019,BRA,207455405.0,3050327244800.0,45.178,53.678,5.146,10.243,38.288,1.144,28.232,3.973,0.472,17194.148,141.932
Brazil,2020,BRA,208660785.0,2950377504768.0,47.116,51.847,4.852,9.395,37.6,1.037,29.261,4.211,0.793,16401.881,133.358
Brazil,2021,BRA,209550238.0,3097565331456.0,43.673,55.294,5.619,11.532,38.143,1.033,25.479,5.076,1.176,17089.93,168.051
Brazil,2022,BRA,210306358.0,3187413090304.0,47.66,51.359,4.464,8.772,38.123,0.981,28.779,5.5,2.03,17744.197,103.327
Brazil,2023,BRA,211140678.0,,48.95,50.109,4.238,7.949,37.922,0.941,27.646,6.217,3.286,18252.031,96.396
Brazil,2024,BRA,211998503.0,,49.616,49.378,3.863,8.198,37.317,1.006,26.342,6.916,4.547,18486.234,103.212
Canada,1990,CAN,27789386.0,835996811264.0,28.252,64.928,10.695,21.606,32.627,6.821,27.833,0.0,0.0,108263.711,
Canada,1991,CAN,28157104.0,820274266112.0,29.252,62.834,10.319,21.686,30.829,7.913,28.832,0.0,0.0,107284.75,
Canada,1992,CAN,28500013.0,829742120960.0,29.262,63.426,10.237,22.386,30.804,7.312,28.797,0.005,0.0,108832.422,
Canada,1993,CAN,28830582.0,853776007168.0,29.209,62.476,8.866,23.171,30.439,8.315,28.721,0.005,0.0,110299.773,
Canada,1994,CAN,29147326.0,894851940352.0,28.705,62.101,9.055,23.103,29.944,9.193,28.146,0.005,0.0,113257.586,
Canada,1995,CAN,29459088.0,921360072704.0,28.664,63.196,9.236,23.299,30.661,8.14,27.986,0.005,0.0,114799.445,
Canada,1996,CAN,29767159.0,938872537088.0,29.629,62.855,9.18,23.075,30.6,7.516,28.932,0.005,0.0,116707.008,
Canada,1997,CAN,30059030.0,981728100352.0,29.044,64.306,9.542,23.4,31.364,6.65,28.293,0.005,0.001,116146.305,
Canada,1998,CAN,30329929.0,1022474584064.0,28.09,66.07,10.341,23.322,32.408,5.84,27.216,0.005,0.001,113457.875,
Canada,1999,CAN,30599404.0,1078414934016.0,28.364,65.818,9.635,24.165,32.018,5.819,27.506,0.013,0.001,116045.047,
Canada,2000,CAN,30891756.0,1137681367040.0,28.536,65.852,9.925,24.932,30.995,5.612,27.693,0.02,0.001,118073.234,245.686
Canada,2001,CAN,31213533.0,1161459924992.0,27.032,66.972,10.52,23.951,32.502,5.996,26.099,0.026,0.002,114440.68,255.649
Canada,2002,CAN,31535531.0,1199865593856.0,27.335,66.997,10.241,24.125,32.631,5.668,26.394,0.031,0.002,117118.461,245.119
Canada,2003,CAN,31836434.0,1224575811584.0,26.02,68.423,10.155,24.619,33.649,5.557,25.114,0.052,0.002,116565.227,251.636
Canada,2004,CAN,32132620.0,1265917231104.0,25.7,67.733,9.445,23.708,34.58,6.567,24.757,0.069,0.001,117266.117,235.338
Canada,2005,CAN,32440126.0,1310077878272.0,27.043,66.365,9.347,23.502,33.516,6.593,26.107,0.113,0.001,117037.266,225.012
Canada,2006,CAN,32759122.0,1348293361664.0,27.208,65.572,9.366,24.17,32.035,7.22,26.191,0.184,0.002,112017.961,216.508
Canada,2007,CAN,33092121.0,1379925884928.0,26.53,67.058,9.161,24.322,33.576,6.412,25.39,0.208,0.002,118416.398,227.755
Canada,2008,CAN,33449040.0,1397938716672.0,27.374,66.006,8.821,24.351,32.834,6.62,26.208,0.263,0.002,115754.32,213.475
Canada,2009,CAN,33826322.0,1360538107904.0,27.993,65.577,7.67,24.57,33.337,6.43,26.498,0.477,0.008,109988.438,204.327
Canada,2010,CAN,34196847.0,1406355374080.0,26.567,67.085,7.771,24.798,34.516,6.349,24.78,0.615,0.018,109967.867,214.783
Canada,2011,CAN,34555403.0,1454221426688.0,27.419,66.293,6.763,26.259,33.271,6.288,25.419,0.689,0.039,112865.625,206.182
Canada,2012,CAN,34922466.0,1479829618688.0,27.863,65.8,6.406,25.95,33.444,6.337,25.581,0.761,0.059,111724.438,193.389
Canada,2013,CAN,35293366.0,1514296442880.0,27.745,65.57,6.09,26.831,32.649,6.685,25.498,0.725,0.098,113459.016,186.963
Canada,2014,CAN,35634224.0,1557757558784.0,27.026,66.089,5.781,27.898,32.41,6.885,24.72,0.828,0.137,112508.57,188.86
